name,link,full_path,dob,taken
A. Rafiq,https://id.wikipedia.org/wiki/A._Rafiq,,Mar 5 1948,
A.N. Alcaff,https://id.wikipedia.org/wiki/A.N._Alcaff,./foto/AN_Alcaff%2C_Star_News_X.7_%281962%29%2C_p36.jpg,Aug 17 1925,
Aa Jimmy,https://id.wikipedia.org/wiki/Heriyanto,,,
Aaron Ashab,https://id.wikipedia.org/wiki/Aaron_Ashab,,Aug 15 1993,
Abdel Achrian,https://id.wikipedia.org/wiki/Abdel_Achrian,,Sep 27 1970,
Abdi Wiyono,https://id.wikipedia.org/wiki/Abdi_Wiyono,,,
Abdul Hadi,https://id.wikipedia.org/wiki/Abdul_Hadi_(aktor),,,
Abdur Arsyad,https://id.wikipedia.org/wiki/Abdurrahim_Arsyad,./foto/Abdurarsyad.jpg,Apr 6 1988,
Abdurrahman Arif,https://id.wikipedia.org/wiki/Abdurrahman_Arif,,May 24 1987,
Abimana Aryasatya,https://id.wikipedia.org/wiki/Abimana_Aryasatya,./foto/AbimanaAryasatya.JPG,Oct 24 1982,2016:09:19
Abio Abie,https://id.wikipedia.org/wiki/Abio_Abie,,Aug 11 1958,
Adam Jordan,https://id.wikipedia.org/wiki/Adam_Jordan,,Oct 21 1970,
Ade Firman Hakim,https://id.wikipedia.org/wiki/Ade_Firman_Hakim,,Oct 20 1988,
Ade Surya Akbar,https://id.wikipedia.org/wiki/Ade_Surya_Akbar,,Sep 22 1993,
Aden Bajaj,https://id.wikipedia.org/wiki/Aden_Bajaj,,Feb 18 1983,
Adhi Pawitra,https://id.wikipedia.org/wiki/Adhi_Pawitra,,Dec 15 1984,
Adi Bing Slamet,https://id.wikipedia.org/wiki/Adi_Bing_Slamet,,May 6 1966,
Adi Firansyah,https://id.wikipedia.org/wiki/Adi_Firansyah,./foto/Kpl-adi-firansyah-004.jpg,Sep 26 1984,
Adi Kurdi,https://id.wikipedia.org/wiki/Adi_Kurdi,,Sep 22 1948,
Adipati Dolken,https://id.wikipedia.org/wiki/Adipati_Dolken,,,
Adipura,https://id.wikipedia.org/wiki/Adipura_(aktor),,Feb 24 1969,
Aditya Firmansyah,https://id.wikipedia.org/wiki/Aditya_Firmansyah,,May 29 1988,
Aditya Herpavi Rachman,https://id.wikipedia.org/wiki/Aditya_Herpavi_Rachman,,,
Aditya Rino,https://id.wikipedia.org/wiki/Aditya_Rino,,Jun 11 1991,
Aditya Warman,https://id.wikipedia.org/wiki/Aditya_Warman,,,
Adjie Massaid,https://id.wikipedia.org/wiki/Adjie_Massaid,,,
Adjie Pangestu,https://id.wikipedia.org/wiki/Adjie_Pangestu,,Nov 5 1969,
Adly Fairus,https://id.wikipedia.org/wiki/Adly_Fairuz,,Apr 14 1987,
Adrian Maulana,https://id.wikipedia.org/wiki/Adrian_Maulana,,Oct 29 1977,
Advent Bangun,https://id.wikipedia.org/wiki/Advent_Bangun,,,
Adul,https://id.wikipedia.org/wiki/Adul,,Jul 8 1983,
Aedy Moward,https://id.wikipedia.org/wiki/Aedy_Moward,,Nov 29 1929,
Afdhal Yusman,https://id.wikipedia.org/wiki/Afdhal_Yusman,,,
Afgan Syahreza,https://id.wikipedia.org/wiki/Afgan_Syahreza,,,
Afrizal Anoda,https://id.wikipedia.org/wiki/Afrizal_Anoda,,Apr 11 1952,
Aga Dirgantara,https://id.wikipedia.org/wiki/Aga_Dirgantara,,Nov 13 1988,
Agastya Kandou,https://id.wikipedia.org/wiki/Agastya_Kandou,,,
Agung Hercules,https://id.wikipedia.org/wiki/Agung_Hercules,,Feb 9 1968,
Agung Saga,https://id.wikipedia.org/wiki/Agung_Saga,,Sep 9 1988,
Agung Udijana,https://id.wikipedia.org/wiki/Agung_Udijana,,Jun 12 1976,
Agus Kuncoro,https://id.wikipedia.org/wiki/Agus_Kuncoro,,Aug 11 1972,
Agyl Syahriar,https://id.wikipedia.org/wiki/Agyl_Syahriar,,Dec 6 1969,
Ahmad Albar,https://id.wikipedia.org/wiki/Ahmad_Albar,./foto/Ahmad_Syech_Albar.jpg,Jul 16 1946,
Aiman Ricky,https://id.wikipedia.org/wiki/Aiman_Ricky,,Oct 27 1986,
Aira Sondang,https://id.wikipedia.org/wiki/Aira_Sondang,,,
Aji Santosa,https://id.wikipedia.org/wiki/Aji_Santosa,,Jun 6 2002,
Ajil Ditto,https://id.wikipedia.org/wiki/Ajil_Ditto,,,
Ajun Perwira,https://id.wikipedia.org/wiki/Ajun_Perwira,,Feb 9 1988,
Akhdiyat Duta Modjo,https://id.wikipedia.org/wiki/Akhdiyat_Duta_Modjo,./foto/Duta_Sheila_On_7%2C_2018.jpg,Apr 30 1980,
Akri Patrio,https://id.wikipedia.org/wiki/Akri,,May 4 1969,
Aksan Sjuman,https://id.wikipedia.org/wiki/Aksan_Sjuman,,Sep 22 1970,
Al Ghazali,https://id.wikipedia.org/wiki/Ahmad_Al_Ghazali,,,
Alam Surawidjaja,https://id.wikipedia.org/wiki/Alam_Surawidjaja,./foto/Alam_Surawidjaja.jpg,Dec 24 1924,
Alan Nuary,https://id.wikipedia.org/wiki/Alan_Nuary,,,
Albert Fakdawer,https://id.wikipedia.org/wiki/Albert_Fakdawer,./foto/Albert-Fakdawer-SMF-Rotaract-Semanggi.jpg,Jun 29 1993,
Albert Halim,https://id.wikipedia.org/wiki/Albert_Halim,./foto/Albert_Halim_2014-01-17_18-43.jpg,Sep 17 1986,
Alblen Filindo Fabe,https://id.wikipedia.org/wiki/Alblen_Filindo_Fabe,,Sep 6 1982,
Aldiansyah Taher,https://id.wikipedia.org/wiki/Aldiansyah_Taher,,Oct 25 1983,
Aldisar Syafar,https://id.wikipedia.org/wiki/Aldisar_Syafar,,,
Aldo Tansani,https://id.wikipedia.org/wiki/Aldo_Tansani,,Feb 22 1998,
Aldy Zulfikar,https://id.wikipedia.org/wiki/Aldy_Zulfikar,,Sep 1 1994,
Alex Abbad,https://id.wikipedia.org/wiki/Alex_Abbad,,Jun 18 1978,
Alex Komang,https://id.wikipedia.org/wiki/Alex_Komang,,Sep 17 1961,
Alexander Wiguna Wessels,https://id.wikipedia.org/wiki/Alexander_Wiguna_Wessels,,May 4 1981,
Alfie Alfandy,https://id.wikipedia.org/wiki/Alfie_Alfandy,,Mar 3 1990,
Ali Mensan,https://id.wikipedia.org/wiki/Ali_Mensan,./foto/Ali_Mensan_in_%27Catatan_Dodol_Calon_Dokter%27.jpg,Apr 18 1987,2016:04:14
Ali Syakieb,https://id.wikipedia.org/wiki/Ali_Syakieb,,Jun 6 1987,
Ali Yugo,https://id.wikipedia.org/wiki/Ali_Yugo,./foto/Ali_Yugo_in_Djaoeh_di_Mata.jpg,Mar 17 1907,
Ali Zainal,https://id.wikipedia.org/wiki/Ali_Zainal,,Nov 12 1978,
Aliff Alli,https://id.wikipedia.org/wiki/Aliff_Alli,,Sep 12 1991,
Aliando Syarief,https://id.wikipedia.org/wiki/Aliando_Syarief,,Oct 26 1996,
Alvaro Maldini Siregar,https://id.wikipedia.org/wiki/Alvaro_Maldini_Siregar,,,
Alvin Adam,https://id.wikipedia.org/wiki/Alvin_Adam,,,
Alwi Assegaf,https://id.wikipedia.org/wiki/Alwi_Assegaf,,,
Alwi Oslan,https://id.wikipedia.org/wiki/Alwi_Oslan,,Aug 17 1939,
Amak Baldjun,https://id.wikipedia.org/wiki/Amak_Baldjun,./foto/Amak_baldjun.jpg,Jul 12 1942,
Ami Prijono,https://id.wikipedia.org/wiki/Ami_Prijono,./foto/Amiprijono.jpg,Oct 23 1939,
Aming,https://id.wikipedia.org/wiki/Aming,,Nov 7 1980,
Ammar Zoni,https://id.wikipedia.org/wiki/Ammar_Zoni,,Jun 08 1993,
Amoroso Katamsi,https://id.wikipedia.org/wiki/Amoroso_Katamsi,,,
Ananda George,https://id.wikipedia.org/wiki/Ananda_George,,Nov 25 1977,
Ananda Omesh,https://id.wikipedia.org/wiki/Ananda_Omesh,./foto/Omesh-ananda.jpg,Aug 21 1986,
Andhika Gumilang,https://id.wikipedia.org/wiki/Andhika_Gumilang,,Nov 18 1988,
Andhika Pratama,https://id.wikipedia.org/wiki/Andhika_Pratama,,Nov 11 1986,
Andi Arsyil Rahman,https://id.wikipedia.org/wiki/Andi_Arsyil_Rahman,./foto/Andi_Arsyil.jpg,Sep 15 1987,2012:11:15
Andi Bersama,https://id.wikipedia.org/wiki/Andi_Bersama,,,
Andovi da Lopez,https://id.wikipedia.org/wiki/Andovi_da_Lopez,,,
Andre Taulany,https://id.wikipedia.org/wiki/Andre_Taulany,,Sep 17 1974,
Andreano Phillip,https://id.wikipedia.org/wiki/Andreano_Phillip,,Jun 22 1980,
Andrew Andika,https://id.wikipedia.org/wiki/Andrew_Andika,,Jul 10 1987,
Andrew Ralph Roxburgh,https://id.wikipedia.org/wiki/Andrew_Ralph_Roxburgh,,,
Andrew White,https://id.wikipedia.org/wiki/Andrew_White,,Dec 13 1985,
Andy Carol,https://id.wikipedia.org/wiki/Andy_Carol,,Mar 10 1958,
Andy /rif,https://id.wikipedia.org/wiki/Andy_/rif,,Oct 12 1968,
Anggun Priambodo,https://id.wikipedia.org/wiki/Anggun_Priambodo,,,
Anjasmara,https://id.wikipedia.org/wiki/Anjasmara,,Nov 13 1975,
Anwar,https://id.wikipedia.org/wiki/Anwar,,,
Anwar Fuady,https://id.wikipedia.org/wiki/Anwar_Fuady,,Mar 14 1947,
Aom Kusman,https://id.wikipedia.org/wiki/Aom_Kusman,,Jun 24 1946,
Arbani Yasiz,https://id.wikipedia.org/wiki/Arbani_Yasiz,,Oct 15 1994,
Ari Wibowo,https://id.wikipedia.org/wiki/Ari_Wibowo,,Dec 26 1970,
Ari Sihasale,https://id.wikipedia.org/wiki/Ari_Sihasale,,Oct 5 1973,
Arie Dagienkz,https://id.wikipedia.org/wiki/Arie_Apriludy,,Apr 7 1976,
Arie Dwi Andhika,https://id.wikipedia.org/wiki/Arie_Dwi_Andhika,,,
Arie Kriting,https://id.wikipedia.org/wiki/Arie_Kriting,./foto/Ariekriting.jpg,Apr 13 1985,
Arie Untung,https://id.wikipedia.org/wiki/Arie_Untung,,,
Arief Rivan,https://id.wikipedia.org/wiki/Arief_Rivan,,Nov 1 1951,
Arif Rahman,https://id.wikipedia.org/wiki/Arif_Rahman,,Oct 4 1986,
Arifin Putra,https://id.wikipedia.org/wiki/Arifin_Putra,,May 1 1987,
Ario Bayu,https://id.wikipedia.org/wiki/Ario_Bayu,,,
Ariyo Wahab,https://id.wikipedia.org/wiki/Ariyo_Wahab,,Jul 1 1974,
Arswendi Nasution,https://id.wikipedia.org/wiki/Arswendi_Nasution,,Nov 22 1957,
Arthur Tobing,https://id.wikipedia.org/wiki/Arthur_Tobing,,,
Asmuni,https://id.wikipedia.org/wiki/Asmuni,./foto/Asmuni1.jpg,Jun 17 1932,
Aspar Paturusi,https://id.wikipedia.org/wiki/Aspar_Paturusi,,Apr 10 1943,
Asrul Dahlan,https://id.wikipedia.org/wiki/Asrul_Dahlan,,Feb 15 1971,
Asrul Zulmi,https://id.wikipedia.org/wiki/Asrul_Zulmi,,,
Astaman,https://id.wikipedia.org/wiki/Astaman,,,
Aswin Fabanyo,https://id.wikipedia.org/wiki/Aswin_Fabanyo,,Aug 24 1969,
Atalarik Syah,https://id.wikipedia.org/wiki/Atalarik_Syah,,Jun 2 1973,
Attar Syah,https://id.wikipedia.org/wiki/Attar_Syah,,Apr 25 1979,
Ateng,https://id.wikipedia.org/wiki/Ateng,./foto/Ateng.jpg,Aug 8 1942,
Atmonadi,https://id.wikipedia.org/wiki/Atmonadi,./foto/Atmonadi.jpg,Apr 5 1918,
Augie Fantinus,https://id.wikipedia.org/wiki/Augie_Fantinus,,Aug 6 1979,
August Melasz,https://id.wikipedia.org/wiki/August_Melasz,,Nov 30 1951,
Avent Christie,https://id.wikipedia.org/wiki/Avent_Christie,,Nov 22 1956,
Awaludin,https://id.wikipedia.org/wiki/Awaludin,./foto/Awaludinaktor.jpg,Nov 11 1916,
Awang Darmawan,https://id.wikipedia.org/wiki/Awang_Darmawan,,Feb 28 1951,
Axel Andaviar,https://id.wikipedia.org/wiki/Axel_Andaviar,,Oct 29 1992,
Axel Matthew Thomas,https://id.wikipedia.org/wiki/Axel_Matthew_Thomas,,Jul 29 1997,
Azis Gagap,https://id.wikipedia.org/wiki/Azis_Gagap,,Dec 22 1973,
Azka Liansyah,https://id.wikipedia.org/wiki/Azka_Liansyah,,May 29 1994,
B.Z. Kadaryono,https://id.wikipedia.org/wiki/B.Z._Kadaryono,,Dec 0 1942,
Babe Cabiita,https://id.wikipedia.org/wiki/Babe_Cabita,./foto/114623-babe-cabita.jpg,Jun 5 1989,
Bachtiar Siagian,https://id.wikipedia.org/wiki/Bachtiar_Siagian,,,
Bagas Rahman Dwi Saputra,https://id.wikipedia.org/wiki/Bagas_Rahman_Dwi_Saputra,,May 6 2000,
Bagas Dwi Rizqi Hidayat,https://id.wikipedia.org/wiki/Bagas_Dwi_Rizqi_Hidayat,,Jun 11 1999,
Bagus Santoso,https://id.wikipedia.org/wiki/Bagus_Santoso,,,
Baim,https://id.wikipedia.org/wiki/Ibrahim_Imran,,,
Baim Wong,https://id.wikipedia.org/wiki/Baim_Wong,./foto/Baim_wong.jpeg,Apr 27 1981,
Bambang Gentolet,https://id.wikipedia.org/wiki/Bambang_Gentolet,,Jun 30 1941,
Bambang Hermanto,https://id.wikipedia.org/wiki/Bambang_Hermanto,./foto/Bambang_Hermanto%2C_Film_Varia_2.2_%28February_1955%29%2C_p39.jpg,Aug 1 1925,
Bara Tampubolon,https://id.wikipedia.org/wiki/Bara_Tampubolon,,Oct 11 1985,
Baron Achmadi,https://id.wikipedia.org/wiki/Baron_Achmadi,,Aug 5 1946,
Baron Hermanto,https://id.wikipedia.org/wiki/Baron_Hermanto,,,
Barry Prima,https://id.wikipedia.org/wiki/Barry_Prima,,,
Bastian Bintang Simbolon,https://id.wikipedia.org/wiki/Bastian_Bintang_Simbolon,,,
Basuki,https://id.wikipedia.org/wiki/Basuki,,,
Basuki Effendy,https://id.wikipedia.org/wiki/Basuki_Effendy,./foto/Basuki_Effendy_Film_Varia_May_1954_p35.jpg,May 9 1930,2013:12:11
Bayu Kusuma Negara,https://id.wikipedia.org/wiki/Bayu_Kusuma_Negara,,Mar 18 1984,
Bayu Oktara,https://id.wikipedia.org/wiki/Bayu_Oktara,,Oct 1 1978,
Bedu,https://id.wikipedia.org/wiki/Bedu,,Jul 8 1979,
Bemby Putuanda,https://id.wikipedia.org/wiki/Bemby_Putuanda,,May 6 1974,
Ben Joshua,https://id.wikipedia.org/wiki/Ben_Joshua,,Aug 13 1980,
Ben Kasyafani,https://id.wikipedia.org/wiki/Ben_Kasyafani,,Jul 4 1983,
Bendot,https://id.wikipedia.org/wiki/Bendot,./foto/Bendot.jpg,Aug 20 1925,
Benny Ruswandi,https://id.wikipedia.org/wiki/Benny_Ruswandi,,Sep 10 1966,
Benyamin Suaeb,https://id.wikipedia.org/wiki/Benyamin_Suaeb,,,
Bertrand Antolin,https://id.wikipedia.org/wiki/Bertrand_Antolin,,Jul 14 1980,
Big Dicky,https://id.wikipedia.org/wiki/Big_Dicky,,,
Billy Argo,https://id.wikipedia.org/wiki/Billy_Argo,,,
Billy Boedjanger,https://id.wikipedia.org/wiki/Billy_Boedjanger,,Mar 27 1971,
Billy Davidson,https://id.wikipedia.org/wiki/Billy_Davidson,,Nov 15 1991,
Bing Slamet,https://id.wikipedia.org/wiki/Bing_Slamet,./foto/Bing_Slamet%2C_Film_Varia_1.6_%28May_1954%29%2C_p14.jpg,Sep 27 1927,
Bintang Panglima,https://id.wikipedia.org/wiki/Bintang_Panglima,./foto/Bintang_Panglima.jpg,Jul 10 2001,2010:12:20
Bintang Timur,https://id.wikipedia.org/wiki/Bintang_Timur,,,
Bio One,https://id.wikipedia.org/wiki/Bio_One,,,
Bisma Karisma,https://id.wikipedia.org/wiki/Bisma_Karisma,,Nov 27 1990,
Bissu,https://id.wikipedia.org/wiki/Bissu_(aktor),./foto/Bissu_Usman.jpg,Jun 4 1901,
Bobby Joseph,https://id.wikipedia.org/wiki/Bobby_Joseph,,Nov 29 1991,
Bobby Maulana,https://id.wikipedia.org/wiki/Bobby_Maulana,,Jun 12 1988,
Bobby Samuel,https://id.wikipedia.org/wiki/Bobby_Samuel,,Jun 25 1989,
Bokir,https://id.wikipedia.org/wiki/Bokir,,Dec 25 1925,
Bolot,https://id.wikipedia.org/wiki/Bolot,,Mar 5 1942,
Boris Bokir,https://id.wikipedia.org/wiki/Boris_Thompson_Manullang,./foto/Borismanullang.jpg,May 25 1988,
Boy Hamzah,https://id.wikipedia.org/wiki/Boy_Hamzah,./foto/Boy_Hamzah.jpg,Feb 22 1989,
Boy Idrus,https://id.wikipedia.org/wiki/Boy_Idrus,,,
Boy Iskak,https://id.wikipedia.org/wiki/Boy_Iskak,,Nov 26 1939,
Boy Tirayoh,https://id.wikipedia.org/wiki/Boy_Tirayoh,,Jul 25 1954,
Boy William,https://id.wikipedia.org/wiki/Boy_William,,Oct 17 1991,
Bram Adrianto,https://id.wikipedia.org/wiki/Bram_Adrianto,,Feb 11 1942,
Brandon Salim,https://id.wikipedia.org/wiki/Brandon_Nicholas_Salim,,Sep 19 1996,
Bryan Domani,https://id.wikipedia.org/wiki/Bryan_Domani,,,
Bryant Santoso,https://id.wikipedia.org/wiki/Bryant_Santoso,,May 27 2000,
Bucek Depp,https://id.wikipedia.org/wiki/Bucek_Depp,,Sep 9 1973,
Budi Dalton,https://id.wikipedia.org/wiki/Budi_Dalton,,Oct 16 1972,
Bung Salim,https://id.wikipedia.org/wiki/Bung_Salim,,Jul 3 1935,
Butet Kertaradjasa,https://id.wikipedia.org/wiki/Butet_Kertaradjasa,,Nov 21 1961,
Cahyono,https://id.wikipedia.org/wiki/Cahyono,,Dec 26 1951,
Cak Lontong,https://id.wikipedia.org/wiki/Cak_Lontong,,Oct 7 1970,
Calvin Jeremy,https://id.wikipedia.org/wiki/Calvin_Jeremy,,May 6 1991,
Candil,https://id.wikipedia.org/wiki/Candil,,,
Cecep Arif Rahman,https://id.wikipedia.org/wiki/Cecep_Arif_Rahman,,Aug 18 1972,
Cecep Reza,https://id.wikipedia.org/wiki/Cecep_Reza,,Dec 17 1987,
Cemal Faruk Urhan,https://id.wikipedia.org/wiki/Cemal_Faruk_Urhan,,Dec 12 1997,
Chairil JM,https://id.wikipedia.org/wiki/Chairil_JM,,Mar 11 1963,
Chand Kelvin,https://id.wikipedia.org/wiki/Chand_Kelvin,,Mar 17 1985,
Charlie Sahetapy,https://id.wikipedia.org/wiki/Charlie_Sahetapy,,,
Cheppy Chandra,https://id.wikipedia.org/wiki/Cheppy_Chandra,,,
Chicco Jerikho,https://id.wikipedia.org/wiki/Chicco_Jerikho,,Jul 3 1984,
Choky Sitohang,https://id.wikipedia.org/wiki/Choky_Sitohang,,Jul 10 1982,
Chris Salam,https://id.wikipedia.org/wiki/Chris_Salam,,,
Christ Laurent,https://id.wikipedia.org/wiki/Christ_Laurent,,Apr 15 1993,
Christian Loho,https://id.wikipedia.org/wiki/Christian_Loho,,Oct 2 1986,
Christian Sugiono,https://id.wikipedia.org/wiki/Christian_Sugiono,,,
Christoffer Nelwan,https://id.wikipedia.org/wiki/Christoffer_Nelwan,,,
Ciccio Manassero,https://id.wikipedia.org/wiki/Ciccio_Manassero,,Oct 26 1995,
Clift Sangra,https://id.wikipedia.org/wiki/Clift_Sangra,,,
Cok Simbara,https://id.wikipedia.org/wiki/Cok_Simbara,,Nov 12 1953,
Cornelio Sunny,https://id.wikipedia.org/wiki/Cornelio_Sunny,./foto/Corneliosunny.jpg,Apr 15 1985,
Daan Aria,https://id.wikipedia.org/wiki/Daan_Aria,,,
Dadi Djaya,https://id.wikipedia.org/wiki/Dadi_Djaya,,Sep 5 1937,
Daeng Harris,https://id.wikipedia.org/wiki/Daeng_Harris,,,
Dallas Pratama,https://id.wikipedia.org/wiki/Dallas_Pratama,,Aug 23 1984,
Daniel Mananta,https://id.wikipedia.org/wiki/Daniel_Mananta,,Aug 14 1981,
Daniel Topan,https://id.wikipedia.org/wiki/Daniel_Topan,,,
Danu Umbara,https://id.wikipedia.org/wiki/Danu_Umbara,,Apr 23 1943,
Darius Sinathrya,https://id.wikipedia.org/wiki/Darius_Sinathrya,,May 21 1985,
Darto Helm,https://id.wikipedia.org/wiki/Darto_Helm,./foto/Darto_Helm.jpg,Mar 17 1943,
Darussalam,https://id.wikipedia.org/wiki/Darussalam,./foto/Darussalam%2C_Film_Varia_1.8_%28July_1954%29%2C_p35.jpg,Sep 12 1920,2013:12:11
Dasri Yacob,https://id.wikipedia.org/wiki/Dasri_Yacob,,Oct 5 1942,
Daus Mini,https://id.wikipedia.org/wiki/Daus_Mini,,Apr 3 1987,
Daus Separo,https://id.wikipedia.org/wiki/Daus_Separo,,Feb 11 1972,
David Chalik,https://id.wikipedia.org/wiki/David_Chalik,,Apr 13 1977,
David Saragih,https://id.wikipedia.org/wiki/David_Saragih,,Jul 8 1979,
Dede Yusuf,https://id.wikipedia.org/wiki/Dede_Yusuf,,,
Deddy Corbuzier,https://id.wikipedia.org/wiki/Deddy_Corbuzier,,,
Deddy Mahendra Desta,https://id.wikipedia.org/wiki/Deddy_Mahendra_Desta,,Mar 15 1977,
Deddy Mizwar,https://id.wikipedia.org/wiki/Deddy_Mizwar,,,
Deddy Sutomo,https://id.wikipedia.org/wiki/Deddy_Sutomo,,Jun 26 1939,
Delon,https://id.wikipedia.org/wiki/Delon,,May 20 1978,
Dendy Subangil,https://id.wikipedia.org/wiki/Dendy_Subangil,,May 10 1978,
Dennis Adhiswara,https://id.wikipedia.org/wiki/Dennis_Adhiswara,,Sep 14 1982,
Denny Cagur,https://id.wikipedia.org/wiki/Denny_Cagur,,Aug 29 1977,
Denny Chandra,https://id.wikipedia.org/wiki/Denny_Chandra,,Dec 21 1962,
Denny Malik,https://id.wikipedia.org/wiki/Denny_Malik,,Feb 18 1963,
Denny Martin,https://id.wikipedia.org/wiki/Denny_Martin,,,
Denny Sumargo,https://id.wikipedia.org/wiki/Denny_Sumargo,,Oct 11 1981,
Denny Weller,https://id.wikipedia.org/wiki/Denny_Weller,,Oct 24 1989,
Derby Romero,https://id.wikipedia.org/wiki/Derby_Romero,,Jun 8 1990,
Derry Drajat,https://id.wikipedia.org/wiki/Derry_Drajat,,Aug 8 1969,
Derry Sudarisman,https://id.wikipedia.org/wiki/Derry_Sudarisman,,May 22 1966,
Detri Warmanto,https://id.wikipedia.org/wiki/Detri_Warmanto,,Oct 31 1986,
Deva Mahenra,https://id.wikipedia.org/wiki/Deva_Mahenra,,Apr 19 1990,
Dian Hasry,https://id.wikipedia.org/wiki/Dian_Hasry,,May 7 1959,
Dian Sidik,https://id.wikipedia.org/wiki/Dian_Sidik,,Oct 11 1979,
Dicky Chandra,https://id.wikipedia.org/wiki/Dicky_Chandra,,,
Dicky Muhammad Prasetya,https://id.wikipedia.org/wiki/Dicky_Muhammad_Prasetya,,Jun 18 1993,
Dicky Suprapto,https://id.wikipedia.org/wiki/Dicky_Suprapto,,Sep 27 1941,
Dicky Wahyudi,https://id.wikipedia.org/wiki/Dicky_Wahyudi,,Sep 23 1969,
Dicky Zulkarnaen,https://id.wikipedia.org/wiki/Dicky_Zulkarnaen,,,
Didi Petet,https://id.wikipedia.org/wiki/Didi_Petet,./foto/Signature_of_Didi_Petet.png,Jul 12 1956,
Didi Riyadi,https://id.wikipedia.org/wiki/Didi_Riyadi,,Jul 31 1981,
Didu,https://id.wikipedia.org/wiki/Didu,,,
Dikta Wicaksono,https://id.wikipedia.org/wiki/Pradikta_Wicaksono,,,
Dimas Aditya,https://id.wikipedia.org/wiki/Dimas_Aditya,,Sep 7 1984,
Dimas Anggara,https://id.wikipedia.org/wiki/Dimas_Anggara,,Sep 10 1988,
Dimas Argoebie,https://id.wikipedia.org/wiki/Dimas_Argoebie,,Jul 31 1989,
Dimas Beck,https://id.wikipedia.org/wiki/Dimas_Beck,,May 8 1988,
Dimas Seto,https://id.wikipedia.org/wiki/Dimas_Seto,,Jul 23 1979,
Dimaz Andrean,https://id.wikipedia.org/wiki/Dimaz_Andrean,,Apr 10 1987,
Dion Wiyoko,https://id.wikipedia.org/wiki/Dion_Wiyoko,,May 3 1984,
Diran,https://id.wikipedia.org/wiki/Diran,./foto/Diran.jpg,Jul 2 1936,
Ditmar Hadi,https://id.wikipedia.org/wiki/Ditmar_Hadi,,Aug 24 1985,
Djadoeg Djajakusuma,https://id.wikipedia.org/wiki/Djadoeg_Djajakusuma,,,
Djaduk Ferianto,https://id.wikipedia.org/wiki/Djaduk_Ferianto,,Jul 19 1964,
Djalal,https://id.wikipedia.org/wiki/Djalal,,Feb 12 1946,
Djauhari Effendi,https://id.wikipedia.org/wiki/Djauhari_Effendi,,Jul 21 1917,
Djoemala,https://id.wikipedia.org/wiki/Djoemala,,,
Dodit Mulyanto,https://id.wikipedia.org/wiki/Dodit_Mulyanto,./foto/Dodit_Mulyanto.JPG,Jun 30 1985,
Doddy Sukma,https://id.wikipedia.org/wiki/Doddy_Sukma,,Jul 15 1941,
Dolly Martin,https://id.wikipedia.org/wiki/Dolly_Martin,,Mar 8 1961,
Donny Alamsyah,https://id.wikipedia.org/wiki/Donny_Alamsyah,,Dec 7 1978,
Donny Damara,https://id.wikipedia.org/wiki/Donny_Damara,,Oct 12 1966,
Donny Kesuma,https://id.wikipedia.org/wiki/Donny_Kesuma,./foto/Donny_Kesuma.jpg,Jun 6 1968,2011:02:17
Donny Michael,https://id.wikipedia.org/wiki/Donny_Michael,,Oct 3 1991,
Dorman Borisman,https://id.wikipedia.org/wiki/Dorman_Borisman,,Feb 5 1951,
Doyok,https://id.wikipedia.org/wiki/Doyok,,Aug 17 1954,
dr. Boyke,https://id.wikipedia.org/wiki/Boyke_Dian_Nugraha,./foto/Dr_boyke_dian_nugraha_boykepedia_dot_com.jpg,Dec 14 1956,
Dude Herlino,https://id.wikipedia.org/wiki/Dude_Herlino,,Dec 2 1980,
Dwi A. P.,https://id.wikipedia.org/wiki/Dwi_A._P.,,Apr 8 1983,
Dwi Andhika,https://id.wikipedia.org/wiki/Dwi_Andhika,,Apr 3 1986,
Dwi Sasono,https://id.wikipedia.org/wiki/Dwi_Sasono,,Mar 30 1980,
Dwi Yan,https://id.wikipedia.org/wiki/Dwi_Yan,,,
Edi Brokoli,https://id.wikipedia.org/wiki/Edi_Brokoli,,Sep 1 1977,
Eddie Karsito,https://id.wikipedia.org/wiki/Eddie_Karsito,,Nov 24 1961,
Eddy Bakar Pare,https://id.wikipedia.org/wiki/Eddy_Bakar_Pare,,Oct 10 1949,
Eddy Gombloh,https://id.wikipedia.org/wiki/Eddy_Gombloh,./foto/Eddy_gombloh.jpg,Aug 17 1941,
Eddy Riwanto,https://id.wikipedia.org/wiki/Eddy_Riwanto,,Dec 29 1955,
Eddy Sud,https://id.wikipedia.org/wiki/Eddy_Sud,./foto/Eddysud.jpg,Aug 20 1937,
Edo Borne,https://id.wikipedia.org/wiki/Edo_Borne,,Mar 7 1980,
Edo Kondologit,https://id.wikipedia.org/wiki/Edo_Kondologit,,Aug 5 1967,
Edric Tjandra,https://id.wikipedia.org/wiki/Edric_Tjandra,,Feb 28 1985,
Edward Akbar,https://id.wikipedia.org/wiki/Edward_Akbar,,Aug 26 1985,
Edward Gunawan,https://id.wikipedia.org/wiki/Edward_Gunawan,,Jul 28 1982,
Edwin Super Bejo,https://id.wikipedia.org/wiki/Teuku_Edwin,,Jul 14 1969,
Edy Oglek,https://id.wikipedia.org/wiki/Edy_Oglek,,Jul 14 1966,
Eeng Saptahadi,https://id.wikipedia.org/wiki/Eeng_Saptahadi,,Feb 15 1958,
